
style-guide.css
 1430:1   ✖  Expected selector ".cd-branding img" to come before selector ".cd-branding ul:last-of-type li:nth-of-type(1) img"                                   no-descending-specificity                        
 1430:1   ✖  Expected selector ".cd-branding img" to come before selector ".cd-branding ul:last-of-type li:nth-of-type(2) img"                                   no-descending-specificity                        
 1430:1   ✖  Expected selector ".cd-branding img" to come before selector ".cd-branding ul:last-of-type li:nth-of-type(3) img"                                   no-descending-specificity                        
 1430:1   ✖  Expected selector ".cd-branding img" to come before selector ".cd-branding ul:last-of-type li:nth-of-type(4) img"                                   no-descending-specificity                        
 1430:1   ✖  Unexpected duplicate selector ".cd-branding img", first used at line 498                                                                            no-duplicate-selectors                           
 1433:1   ✖  Unexpected duplicate selector ".cd-branding ul:last-of-type", first used at line 501                                                                no-duplicate-selectors                           
 1435:3   ✖  Unexpected duplicate selector ".cd-branding ul:last-of-type li", first used at line 503                                                             no-duplicate-selectors                           
 1438:3   ✖  Unexpected duplicate selector ".cd-branding ul:last-of-type li:nth-of-type(1) img", first used at line 506                                          no-duplicate-selectors                           
 1442:3   ✖  Unexpected duplicate selector ".cd-branding ul:last-of-type li:nth-of-type(2) img", first used at line 510                                          no-duplicate-selectors                           
 1446:3   ✖  Unexpected duplicate selector ".cd-branding ul:last-of-type li:nth-of-type(3) img", first used at line 514                                          no-duplicate-selectors                           
 1450:3   ✖  Unexpected duplicate selector ".cd-branding ul:last-of-type li:nth-of-type(4) img", first used at line 518                                          no-duplicate-selectors                           
 1467:1   ✖  Expected selector ".cd-colors li" to come before selector ".cd-branding ul:last-of-type li"                                                         no-descending-specificity                        
 1467:1   ✖  Expected selector ".cd-colors li" to come before selector ".cd-colors li:nth-of-type(2n)"                                                           no-descending-specificity                        
 1467:1   ✖  Expected selector ".cd-colors li" to come before selector ".cd-branding ul:last-of-type li"                                                         no-descending-specificity                        
 1467:1   ✖  Unexpected duplicate selector ".cd-colors li", first used at line 535                                                                               no-duplicate-selectors                           
 1472:3   ✖  Expected selector ".cd-colors li:nth-of-type(2n)" to come before selector ".cd-branding ul:last-of-type li"                                         no-descending-specificity                        
 1472:3   ✖  Expected selector ".cd-colors li:nth-of-type(2n)" to come before selector ".cd-branding ul:last-of-type li"                                         no-descending-specificity                        
 1472:3   ✖  Unexpected duplicate selector ".cd-colors li:nth-of-type(2n)", first used at line 540                                                               no-duplicate-selectors                           
 1474:1   ✖  Expected selector ".cd-colors .cd-color-swatch" to come before selector ".cd-colors li:nth-of-type(1) .cd-color-swatch"                             no-descending-specificity                        
 1474:1   ✖  Expected selector ".cd-colors .cd-color-swatch" to come before selector ".cd-colors li:nth-of-type(2) .cd-color-swatch"                             no-descending-specificity                        
 1474:1   ✖  Expected selector ".cd-colors .cd-color-swatch" to come before selector ".cd-colors li:nth-of-type(3) .cd-color-swatch"                             no-descending-specificity                        
 1474:1   ✖  Expected selector ".cd-colors .cd-color-swatch" to come before selector ".cd-colors li:nth-of-type(4) .cd-color-swatch"                             no-descending-specificity                        
 1474:1   ✖  Expected selector ".cd-colors .cd-color-swatch" to come before selector ".cd-colors li:nth-of-type(5) .cd-color-swatch"                             no-descending-specificity                        
 1474:1   ✖  Unexpected duplicate selector ".cd-colors .cd-color-swatch", first used at line 542                                                                 no-duplicate-selectors                           
 1478:3   ✖  Expected selector ".cd-colors .cd-color-swatch::before" to come before selector ".cd-colors li:nth-of-type(1) .cd-color-swatch::before"             no-descending-specificity                        
 1478:3   ✖  Expected selector ".cd-colors .cd-color-swatch::before" to come before selector ".cd-colors li:nth-of-type(2) .cd-color-swatch::before"             no-descending-specificity                        
 1478:3   ✖  Expected selector ".cd-colors .cd-color-swatch::before" to come before selector ".cd-colors li:nth-of-type(3) .cd-color-swatch::before"             no-descending-specificity                        
 1478:3   ✖  Expected selector ".cd-colors .cd-color-swatch::before" to come before selector ".cd-colors li:nth-of-type(4) .cd-color-swatch::before"             no-descending-specificity                        
 1478:3   ✖  Expected selector ".cd-colors .cd-color-swatch::before" to come before selector ".cd-colors li:nth-of-type(5) .cd-color-swatch::before"             no-descending-specificity                        
 1478:3   ✖  Unexpected duplicate selector ".cd-colors .cd-color-swatch::before, .cd-colors .cd-color-swatch::after", first used at line 546                     no-duplicate-selectors                           
 1478:40  ✖  Expected selector ".cd-colors .cd-color-swatch::after" to come before selector ".cd-colors li:nth-of-type(1) .cd-color-swatch::after"               no-descending-specificity                        
 1478:40  ✖  Expected selector ".cd-colors .cd-color-swatch::after" to come before selector ".cd-colors li:nth-of-type(2) .cd-color-swatch::after"               no-descending-specificity                        
 1478:40  ✖  Expected selector ".cd-colors .cd-color-swatch::after" to come before selector ".cd-colors li:nth-of-type(3) .cd-color-swatch::after"               no-descending-specificity                        
 1478:40  ✖  Expected selector ".cd-colors .cd-color-swatch::after" to come before selector ".cd-colors li:nth-of-type(4) .cd-color-swatch::after"               no-descending-specificity                        
 1478:40  ✖  Expected selector ".cd-colors .cd-color-swatch::after" to come before selector ".cd-colors li:nth-of-type(5) .cd-color-swatch::after"               no-descending-specificity                        
 1485:3   ✖  Expected selector ".cd-colors .cd-color-swatch::before" to come before selector ".cd-colors li:nth-of-type(1) .cd-color-swatch::before"             no-descending-specificity                        
 1485:3   ✖  Expected selector ".cd-colors .cd-color-swatch::before" to come before selector ".cd-colors li:nth-of-type(2) .cd-color-swatch::before"             no-descending-specificity                        
 1485:3   ✖  Expected selector ".cd-colors .cd-color-swatch::before" to come before selector ".cd-colors li:nth-of-type(3) .cd-color-swatch::before"             no-descending-specificity                        
 1485:3   ✖  Expected selector ".cd-colors .cd-color-swatch::before" to come before selector ".cd-colors li:nth-of-type(4) .cd-color-swatch::before"             no-descending-specificity                        
 1485:3   ✖  Expected selector ".cd-colors .cd-color-swatch::before" to come before selector ".cd-colors li:nth-of-type(5) .cd-color-swatch::before"             no-descending-specificity                        
 1485:3   ✖  Unexpected duplicate selector ".cd-colors .cd-color-swatch::before", first used at line 553                                                         no-duplicate-selectors                           
 1487:3   ✖  Expected selector ".cd-colors .cd-color-swatch::after" to come before selector ".cd-colors li:nth-of-type(1) .cd-color-swatch::after"               no-descending-specificity                        
 1487:3   ✖  Expected selector ".cd-colors .cd-color-swatch::after" to come before selector ".cd-colors li:nth-of-type(2) .cd-color-swatch::after"               no-descending-specificity                        
 1487:3   ✖  Expected selector ".cd-colors .cd-color-swatch::after" to come before selector ".cd-colors li:nth-of-type(3) .cd-color-swatch::after"               no-descending-specificity                        
 1487:3   ✖  Expected selector ".cd-colors .cd-color-swatch::after" to come before selector ".cd-colors li:nth-of-type(4) .cd-color-swatch::after"               no-descending-specificity                        
 1487:3   ✖  Expected selector ".cd-colors .cd-color-swatch::after" to come before selector ".cd-colors li:nth-of-type(5) .cd-color-swatch::after"               no-descending-specificity                        
 1487:3   ✖  Unexpected duplicate selector ".cd-colors .cd-color-swatch::after", first used at line 555                                                          no-duplicate-selectors                           
 1489:1   ✖  Unexpected duplicate selector ".cd-colors b", first used at line 557                                                                                no-duplicate-selectors                           
 1492:1   ✖  Unexpected duplicate selector ".cd-colors li:nth-of-type(1) .cd-color-swatch", first used at line 560                                               no-duplicate-selectors                           
 1494:3   ✖  Unexpected duplicate selector ".cd-colors li:nth-of-type(1) .cd-color-swatch::before", first used at line 562                                       no-duplicate-selectors                           
 1496:3   ✖  Unexpected duplicate selector ".cd-colors li:nth-of-type(1) .cd-color-swatch::after", first used at line 564                                        no-duplicate-selectors                           
 1498:1   ✖  Unexpected duplicate selector ".cd-colors li:nth-of-type(2) .cd-color-swatch", first used at line 566                                               no-duplicate-selectors                           
 1500:3   ✖  Unexpected duplicate selector ".cd-colors li:nth-of-type(2) .cd-color-swatch::before", first used at line 568                                       no-duplicate-selectors                           
 1502:3   ✖  Unexpected duplicate selector ".cd-colors li:nth-of-type(2) .cd-color-swatch::after", first used at line 570                                        no-duplicate-selectors                           
 1504:1   ✖  Unexpected duplicate selector ".cd-colors li:nth-of-type(3) .cd-color-swatch", first used at line 572                                               no-duplicate-selectors                           
 1506:3   ✖  Unexpected duplicate selector ".cd-colors li:nth-of-type(3) .cd-color-swatch::before", first used at line 574                                       no-duplicate-selectors                           
 1508:3   ✖  Unexpected duplicate selector ".cd-colors li:nth-of-type(3) .cd-color-swatch::after", first used at line 576                                        no-duplicate-selectors                           
 1510:1   ✖  Unexpected duplicate selector ".cd-colors li:nth-of-type(4) .cd-color-swatch", first used at line 578                                               no-duplicate-selectors                           
 1512:3   ✖  Unexpected duplicate selector ".cd-colors li:nth-of-type(4) .cd-color-swatch::before", first used at line 580                                       no-duplicate-selectors                           
 1514:3   ✖  Unexpected duplicate selector ".cd-colors li:nth-of-type(4) .cd-color-swatch::after", first used at line 582                                        no-duplicate-selectors                           
 1516:1   ✖  Unexpected duplicate selector ".cd-colors li:nth-of-type(5) .cd-color-swatch", first used at line 584                                               no-duplicate-selectors                           
 1518:3   ✖  Unexpected duplicate selector ".cd-colors li:nth-of-type(5) .cd-color-swatch::before", first used at line 586                                       no-duplicate-selectors                           
 1520:3   ✖  Unexpected duplicate selector ".cd-colors li:nth-of-type(5) .cd-color-swatch::after", first used at line 588                                        no-duplicate-selectors                           
 1532:1   ✖  Expected selector ".cd-typography .cd-box" to come before selector ".cd-buttons .cd-box:first-of-type"                                              no-descending-specificity                        
 1532:1   ✖  Expected selector ".cd-typography .cd-box" to come before selector ".cd-buttons .cd-box:last-of-type"                                               no-descending-specificity                        
 1532:1   ✖  Unexpected duplicate selector ".cd-typography .cd-box, .cd-buttons .cd-box, .cd-icons .cd-box, .cd-form .cd-box", first used at line 600            no-duplicate-selectors                           
 1533:1   ✖  Expected selector ".cd-buttons .cd-box" to come before selector ".cd-buttons .cd-box:first-of-type"                                                 no-descending-specificity                        
 1533:1   ✖  Expected selector ".cd-buttons .cd-box" to come before selector ".cd-buttons .cd-box:last-of-type"                                                  no-descending-specificity                        
 1534:1   ✖  Expected selector ".cd-icons .cd-box" to come before selector ".cd-buttons .cd-box:first-of-type"                                                   no-descending-specificity                        
 1534:1   ✖  Expected selector ".cd-icons .cd-box" to come before selector ".cd-buttons .cd-box:last-of-type"                                                    no-descending-specificity                        
 1535:1   ✖  Expected selector ".cd-form .cd-box" to come before selector ".cd-buttons .cd-box:first-of-type"                                                    no-descending-specificity                        
 1535:1   ✖  Expected selector ".cd-form .cd-box" to come before selector ".cd-buttons .cd-box:last-of-type"                                                     no-descending-specificity                        
 1545:1   ✖  Unexpected duplicate selector ".cd-typography h1::before", first used at line 613                                                                   no-duplicate-selectors                           
 1549:1   ✖  Unexpected duplicate selector ".cd-buttons .cd-box:first-of-type", first used at line 617                                                           no-duplicate-selectors                           
 1552:1   ✖  Unexpected duplicate selector ".cd-buttons .cd-box:last-of-type", first used at line 620                                                            no-duplicate-selectors                           
 1556:1   ✖  Unexpected duplicate selector ".cd-buttons button", first used at line 624                                                                          no-duplicate-selectors                           
 1563:1   ✖  Expected selector ".cd-icons li" to come before selector ".cd-branding ul:last-of-type li"                                                          no-descending-specificity                        
 1563:1   ✖  Expected selector ".cd-icons li" to come before selector ".cd-colors li:nth-of-type(2n)"                                                            no-descending-specificity                        
 1563:1   ✖  Expected selector ".cd-icons li" to come before selector ".cd-branding ul:last-of-type li"                                                          no-descending-specificity                        
 1563:1   ✖  Expected selector ".cd-icons li" to come before selector ".cd-colors li:nth-of-type(2n)"                                                            no-descending-specificity                        
 1563:1   ✖  Unexpected duplicate selector ".cd-icons li", first used at line 631                                                                                no-duplicate-selectors                           
 1568:1   ✖  Unexpected duplicate selector ".cd-icons .cd-icon-1", first used at line 636                                                                        no-duplicate-selectors                           
 1570:1   ✖  Unexpected duplicate selector ".cd-icons .cd-icon-2", first used at line 638                                                                        no-duplicate-selectors                           
 1572:1   ✖  Unexpected duplicate selector ".cd-icons .cd-icon-3", first used at line 640                                                                        no-duplicate-selectors                           
 1574:1   ✖  Unexpected duplicate selector ".cd-icons .cd-icon-4", first used at line 642                                                                        no-duplicate-selectors                           
 1576:1   ✖  Unexpected duplicate selector ".cd-icons .cd-icon-5", first used at line 644                                                                        no-duplicate-selectors                           
 1578:1   ✖  Unexpected duplicate selector ".cd-icons .cd-icon-6", first used at line 646                                                                        no-duplicate-selectors                           
 1580:1   ✖  Unexpected duplicate selector ".cd-icons .cd-icon-7", first used at line 648                                                                        no-duplicate-selectors                           
 1582:1   ✖  Unexpected duplicate selector ".cd-icons .cd-icon-8", first used at line 650                                                                        no-duplicate-selectors                           
 1584:1   ✖  Unexpected duplicate selector ".cd-icons .cd-icon-9", first used at line 652                                                                        no-duplicate-selectors                           
 1586:1   ✖  Unexpected duplicate selector ".cd-icons .cd-icon-10", first used at line 654                                                                       no-duplicate-selectors                           
 1588:1   ✖  Unexpected duplicate selector ".cd-icons .cd-icon-11", first used at line 656                                                                       no-duplicate-selectors                           
 1590:1   ✖  Unexpected duplicate selector ".cd-icons .cd-icon-12", first used at line 658                                                                       no-duplicate-selectors                           
 1592:1   ✖  Unexpected duplicate selector ".cd-icons .cd-icon-13", first used at line 660                                                                       no-duplicate-selectors                           
 1596:1   ✖  Unexpected duplicate selector ".cd-form input[type=text], .cd-form .cd-input-wrapper", first used at line 664                                       no-duplicate-selectors                           
 1599:1   ✖  Unexpected duplicate selector ".cd-form .cd-input-wrapper", first used at line 667                                                                  no-duplicate-selectors                           
 1602:1   ✖  Unexpected duplicate selector ".cd-form select::-ms-expand", first used at line 670                                                                 no-duplicate-selectors                           
 1609:1   ✖  Unexpected duplicate selector ".no-csstransitions .cd-select::after", first used at line 677                                                        no-duplicate-selectors

